id;customer_id;policy_number;alteration;request_date;effective_date
14584;45799;100045799;Change Nominated Child without Term;2024-07-07;2024-07-19
14585;45799;100045799;Change Payer;2024-02-09;2024-02-16
14586;45799;100045799;Premium Cessation;2024-10-05;2024-10-06
14587;45800;100045800;Increase Premium;2025-04-19;2025-04-29
14588;45800;100045800;Reinstate ULS;2025-09-30;2025-10-04
14589;45800;100045800;Policy Termination Payment;2025-04-29;2025-05-05
14590;45801;100045801;Increase Package;2024-05-05;2024-05-13
14591;45801;100045801;Change Spouse Information;2025-10-13;2025-10-24
14592;45801;100045801;Remove Indexation;2025-11-03;2025-11-05
14593;45803;100045803;Edit Client Source;2025-03-16;2025-03-30
14594;45803;100045803;Policy Termination Payment;2025-03-23;2025-04-03
14595;45803;100045803;Resume Payments;2025-04-04;2025-04-05
14596;45806;100045806;Policy Ownership Assignment;2025-07-01;2025-07-05
14597;45806;100045806;Change Address;2024-05-10;2024-05-20
14598;45806;100045806;Increase ULS Term;2024-12-29;2024-12-30
14599;45812;100045812;Change Client Name;2024-09-24;2024-09-24
14600;45812;100045812;Policy Ownership Assignment;2024-09-09;2024-09-26
14601;45812;100045812;Extend Term;2024-05-10;2024-05-18
14602;45821;100045821;Change Address;2025-11-23;2025-11-27
14603;45821;100045821;Resume Payments;2024-09-16;2024-09-23
14604;45821;100045821;Change Nominated Child & Term;2024-08-21;2024-09-08
14605;45822;100045822;Change Payment Method;2024-06-22;2024-06-25
14606;45822;100045822;Change Nominated Child & Term;2025-12-12;2025-12-18
14607;45822;100045822;Change Product;2025-09-24;2025-10-04
14608;45839;100045839;Decrease Premium Without Sum insured Amount;2024-10-25;2024-10-25
14609;45839;100045839;Increase Premium;2024-02-14;2024-02-28
14610;45839;100045839;Increase ULS Term;2024-07-17;2024-07-24
14611;45845;100045845;Change Index Type;2024-04-07;2024-04-07
14612;45845;100045845;Edit Client Source;2024-05-17;2024-06-04
14613;45845;100045845;Change Payer;2024-02-12;2024-02-28
14614;45851;100045851;Change Spouse Information;2025-02-05;2025-02-10
14615;45851;100045851;Change Beneficiaries;2025-09-06;2025-09-07
14616;45851;100045851;Change Spouse Information;2025-09-27;2025-10-01
14617;45875;100045875;Suspend Premium Collection;2025-07-31;2025-08-11
14618;45875;100045875;Decrease Premium;2024-05-28;2024-06-02
14619;45875;100045875;Policy Termination Payment;2025-02-17;2025-02-19
14620;45876;100045876;Change Spouse Information;2024-05-05;2024-05-09
14621;45876;100045876;Policy Termination Payment;2024-03-23;2024-04-02
14622;45876;100045876;Policy Ownership Assignment;2024-11-19;2024-11-28
14623;45878;100045878;Add Indexation;2025-11-25;2025-11-26
14624;45878;100045878;Change Payer;2025-04-05;2025-04-18
14625;45878;100045878;Increase Premium;2025-01-31;2025-02-14
14626;45894;100045894;Change Spouse Information;2024-09-09;2024-09-16
14627;45894;100045894;Increase Premium;2025-02-20;2025-03-02
14628;45894;100045894;Change Index Fixed Value;2024-06-28;2024-07-11
14629;45898;100045898;Suspend Premium Collection;2024-11-24;2024-12-08
14630;45898;100045898;Change Spouse Information;2024-10-20;2024-10-30
14631;45898;100045898;Extend Term;2024-03-25;2024-03-27
14632;45900;100045900;Increase ULS Term;2025-05-07;2025-05-14
14633;45900;100045900;Increase Benefit Sum Insured;2025-04-07;2025-04-10
14634;45900;100045900;Extend Term;2024-12-07;2024-12-11
14635;45906;100045906;Edit Client Source;2024-06-08;2024-06-11
14636;45906;100045906;Change Client Name;2024-11-21;2024-11-28
14637;45906;100045906;Change Payer;2024-02-04;2024-02-17
14638;45918;100045918;Add a benefit;2025-02-21;2025-03-11
14639;45918;100045918;Decrease ULS Term;2025-10-18;2025-10-26
14640;45918;100045918;Change Address;2024-10-19;2024-11-02
14641;45932;100045932;Unsuspend Premium Collection;2025-05-24;2025-06-01
14642;45932;100045932;Decrease Premium Without Sum insured Amount;2024-08-19;2024-08-30
14643;45932;100045932;Increase Premium;2024-07-11;2024-07-30
14644;45950;100045950;Change Client Name;2024-12-14;2024-12-28
14645;45950;100045950;Change Address;2024-07-20;2024-08-07
14646;45950;100045950;Increase Premium;2024-12-12;2024-12-19
14647;45960;100045960;Extend Term;2024-04-11;2024-04-26
14648;45960;100045960;Change Spouse Information;2024-08-14;2024-08-18
14649;45960;100045960;Change Index Type;2025-08-25;2025-08-27
14650;45974;100045974;Increase ULS Term;2025-10-17;2025-10-30
14651;45974;100045974;Decline Indexation;2025-07-18;2025-08-02
14652;45974;100045974;Increase Premium;2025-06-07;2025-06-26
14653;45981;100045981;Decrease Package;2024-11-24;2024-12-03
14654;45981;100045981;Suspend Premium Collection;2025-02-11;2025-02-25
14655;45981;100045981;Decrease Benefit Sum Insured;2025-10-24;2025-11-07
14656;45992;100045992;Increase Package;2025-10-31;2025-11-05
14657;45992;100045992;Change Payment Method;2024-08-11;2024-08-22
14658;45992;100045992;Change Spouse Information;2024-10-19;2024-10-29
14659;45994;100045994;Decline Indexation;2025-09-21;2025-09-26
14660;45994;100045994;Decrease ULS Term;2025-06-14;2025-06-26
14661;45994;100045994;Decrease Benefit Sum Insured;2025-02-04;2025-02-07
14662;45998;100045998;Change Frequency;2025-04-25;2025-05-08
14663;45998;100045998;Change Bank Detail Information;2025-05-19;2025-05-31
14664;45998;100045998;Change Index Type;2024-12-20;2024-12-29
14665;45999;100045999;Change Beneficiaries;2024-08-04;2024-08-11
14666;45999;100045999;Increase Premium;2024-07-31;2024-08-19
14667;45999;100045999;Change Index Fixed Value;2025-07-06;2025-07-10
14668;46005;100046005;Decrease ULS Term;2024-03-30;2024-04-03
14669;46005;100046005;Increase ULS Term;2024-04-21;2024-05-05
14670;46005;100046005;Decrease Package;2025-06-12;2025-06-16
14671;46019;100046019;Add a benefit;2025-11-07;2025-11-26
14672;46019;100046019;Increase Premium;2024-02-26;2024-03-04
14673;46019;100046019;Add Indexation;2025-08-26;2025-09-11
14674;46020;100046020;Decline Indexation;2024-02-18;2024-03-07
14675;46020;100046020;Change Bank Detail Information;2025-02-25;2025-02-26
14676;46020;100046020;Add a benefit;2025-08-15;2025-08-21
14677;46029;100046029;Premium Cessation;2024-10-30;2024-11-09
14678;46029;100046029;Change Product;2024-12-13;2024-12-29
14679;46029;100046029;Resume Payments;2024-11-10;2024-11-18
14680;46037;100046037;Remove Indexation;2024-12-25;2025-01-10
14681;46037;100046037;Suspend Premium Collection;2025-10-02;2025-10-12
14682;46037;100046037;Change Nominated Child without Term;2024-05-19;2024-05-22
14683;46050;100046050;Change Payer;2025-09-19;2025-10-07
14684;46050;100046050;Change Client Name;2024-07-07;2024-07-09
14685;46050;100046050;Add a benefit;2025-10-08;2025-10-16
14686;46075;100046075;Decline Indexation;2025-06-16;2025-06-30
14687;46075;100046075;Change Nominated Child without Term;2024-04-22;2024-05-02
14688;46075;100046075;Remove Indexation;2025-01-10;2025-01-29
14689;47501;100047501;Change Product;2024-09-19;2024-10-08
14690;47501;100047501;Change Nominated Child & Term;2024-10-08;2024-10-09
14691;47501;100047501;Change Payment Method;2024-05-20;2024-05-26
14692;46078;100046078;Change Client Name;2025-09-20;2025-10-03
14693;46078;100046078;Add Indexation;2024-05-03;2024-05-09
14694;46078;100046078;Resume Payments;2025-02-03;2025-02-04
14695;46094;100046094;Reinstate ULS Benefits;2025-05-31;2025-06-19
14696;46094;100046094;Increase ULS Term;2025-05-25;2025-06-01
14697;46094;100046094;Add Indexation;2024-03-12;2024-03-16
14698;46589;100046589;Add a benefit;2025-03-09;2025-03-15
14699;46589;100046589;Change Nominated Child without Term;2024-10-09;2024-10-10
14700;46589;100046589;Change Personal Information;2024-02-12;2024-02-16
14701;46098;100046098;Unsuspend Premium Collection;2025-09-27;2025-10-13
14702;46098;100046098;Reinstate ULS;2024-03-02;2024-03-16
14703;46098;100046098;Policy Ownership Assignment;2025-02-04;2025-02-18
14704;46103;100046103;Premium Cessation;2025-12-10;2025-12-23
14705;46103;100046103;Change Bank Detail Information;2025-09-07;2025-09-21
14706;46103;100046103;Change Client Name;2024-05-10;2024-05-10
14707;46107;100046107;Change Client Name;2024-02-23;2024-02-24
14708;46107;100046107;Reinstate ULS;2025-09-02;2025-09-16
14709;46107;100046107;Increase Premium;2024-02-03;2024-02-07
14710;46119;100046119;Increase ULS Term;2024-03-16;2024-03-29
14711;46119;100046119;Change Address;2024-03-31;2024-04-18
14712;46119;100046119;Change Nominated Child & Term;2024-09-27;2024-10-14
14713;46122;100046122;Decrease Premium Without Sum insured Amount;2024-11-23;2024-12-02
14714;46122;100046122;Policy Ownership Assignment;2025-11-18;2025-12-01
14715;46122;100046122;Add a benefit;2024-06-01;2024-06-11
14716;46126;100046126;Decrease Benefit Sum Insured;2025-01-28;2025-02-08
14717;46126;100046126;Change Beneficiaries;2024-06-27;2024-07-07
14718;46126;100046126;Change Nominated Child without Term;2025-12-14;2025-12-23
14719;46141;100046141;Increase Premium;2024-12-29;2025-01-02
14720;46141;100046141;Increase Premium Without Sum insured Amount;2024-09-06;2024-09-18
14721;46141;100046141;Decrease Package;2024-04-14;2024-04-17
14722;46147;100046147;Decrease Premium Without Sum insured Amount;2024-10-01;2024-10-03
14723;46147;100046147;Change Beneficiaries;2025-10-16;2025-10-28
14724;46147;100046147;Suspend Premium Collection;2024-07-01;2024-07-16
14725;46148;100046148;Change Product;2024-04-16;2024-04-30
14726;46148;100046148;Decrease Package;2025-05-31;2025-06-09
14727;46148;100046148;Reinstate ULS Benefits;2024-12-04;2024-12-20
14728;46188;100046188;Change Index Type;2025-03-14;2025-03-21
14729;46188;100046188;Policy Termination Payment;2024-08-08;2024-08-13
14730;46188;100046188;Remove Indexation;2025-06-05;2025-06-24
14731;46195;100046195;Decrease Premium;2024-03-01;2024-03-04
14732;46195;100046195;Change Product;2024-03-30;2024-04-16
14733;46195;100046195;Change Nominated Child & Term;2024-02-22;2024-02-27
14734;46220;100046220;Decline Indexation;2024-11-27;2024-12-12
14735;46220;100046220;Increase Benefit Sum Insured;2024-03-22;2024-03-23
14736;46220;100046220;Decline Indexation;2025-04-15;2025-04-29
14737;46223;100046223;Reinstate ULS Benefits;2024-02-10;2024-02-18
14738;46223;100046223;Decrease ULS Term;2025-02-28;2025-03-12
14739;46223;100046223;Increase ULS Term;2025-11-15;2025-11-21
14740;46273;100046273;Increase Premium;2024-03-04;2024-03-17
14741;46273;100046273;Increase Premium;2025-02-27;2025-03-11
14742;46273;100046273;Unsuspend Premium Collection;2025-07-05;2025-07-18
14743;46275;100046275;Decrease Benefit Sum Insured;2025-05-11;2025-05-19
14744;46275;100046275;Extend Term;2024-10-26;2024-11-12
14745;46275;100046275;Change Index Fixed Value;2024-12-04;2024-12-04
14746;46298;100046298;Extend Term;2025-09-06;2025-09-09
14747;46298;100046298;Increase ULS Term;2025-02-28;2025-03-13
14748;46298;100046298;Decrease Premium Without Sum insured Amount;2025-10-03;2025-10-19
14749;46309;100046309;Unsuspend Premium Collection;2025-06-12;2025-06-25
14750;46309;100046309;Change Nominated Child without Term;2025-09-30;2025-10-06
14751;46309;100046309;Decrease Package;2025-07-24;2025-07-29
14752;46314;100046314;Change Spouse Information;2024-12-16;2024-12-22
14753;46314;100046314;Change Client Name;2024-04-08;2024-04-15
14754;46314;100046314;Cancel Benefit;2024-11-21;2024-11-21
14755;46317;100046317;Remove Indexation;2024-03-28;2024-04-09
14756;46317;100046317;Policy Ownership Assignment;2025-03-26;2025-03-30
14757;46317;100046317;Decrease Premium Without Sum insured Amount;2024-11-23;2024-11-30
14758;46322;100046322;Change Address;2024-07-02;2024-07-06
14759;46322;100046322;Change Personal Information;2024-12-28;2025-01-14
14760;46322;100046322;Decrease ULS Term;2025-11-23;2025-12-11
14761;46327;100046327;Change Nominated Child & Term;2024-06-01;2024-06-08
14762;46327;100046327;Reinstate ULS;2025-02-02;2025-02-13
14763;46327;100046327;Remove Indexation;2024-07-21;2024-07-31
14764;46338;100046338;Change Index Type;2024-04-23;2024-05-10
14765;46338;100046338;Change Product;2025-10-19;2025-10-30
14766;46338;100046338;Decrease Benefit Sum Insured;2025-11-04;2025-11-08
14767;46340;100046340;Change Product;2025-07-01;2025-07-02
14768;46340;100046340;Change Payer;2025-12-10;2025-12-26
14769;46340;100046340;Change Index Type;2025-10-29;2025-11-12
14770;46346;100046346;Change Payer;2025-05-26;2025-05-29
14771;46346;100046346;Decrease Package;2025-04-03;2025-04-06
14772;46346;100046346;Change Spouse Information;2025-02-24;2025-03-04
14773;46348;100046348;Decline Indexation;2025-11-16;2025-12-01
14774;46348;100046348;Increase Premium Without Sum insured Amount;2024-11-11;2024-11-18
14775;46348;100046348;Change Index Type;2025-12-22;2025-12-30
14776;46349;100046349;Change Payment Method;2025-08-11;2025-08-20
14777;46349;100046349;Remove Indexation;2025-01-11;2025-01-22
14778;46349;100046349;Suspend Premium Collection;2025-08-18;2025-08-31
14779;46354;100046354;Decrease Premium;2024-03-27;2024-04-08
14780;46354;100046354;Remove Indexation;2025-04-09;2025-04-23
14781;46354;100046354;Change Spouse Information;2024-07-20;2024-07-21
14782;46359;100046359;Add a benefit;2025-02-18;2025-02-26
14783;46359;100046359;Increase Package;2024-05-05;2024-05-12
14784;46359;100046359;Increase Package;2025-08-25;2025-09-02
14785;46362;100046362;Change Payer;2025-11-12;2025-11-19
14786;46362;100046362;Decrease Package;2025-08-22;2025-08-23
14787;46362;100046362;Increase Package;2025-02-11;2025-02-13
14788;46383;100046383;Suspend Premium Collection;2024-02-03;2024-02-18
14789;46383;100046383;Change Nominated Child without Term;2024-12-06;2024-12-22
14790;46383;100046383;Policy Ownership Assignment;2024-12-03;2024-12-10
14791;46388;100046388;Policy Ownership Assignment;2024-06-13;2024-06-15
14792;46388;100046388;Extend Term;2025-01-09;2025-01-10
14793;46388;100046388;Decline Indexation;2025-07-05;2025-07-08
14794;46393;100046393;Change Index Type;2025-09-11;2025-09-26
14795;46393;100046393;Decrease Package;2024-04-13;2024-04-22
14796;46393;100046393;Change Address;2025-05-10;2025-05-25
14797;46396;100046396;Change Address;2024-04-09;2024-04-23
14798;46396;100046396;Change Index Fixed Value;2024-09-09;2024-09-23
14799;46396;100046396;Change Index Fixed Value;2025-01-02;2025-01-15
14800;46398;100046398;Increase Benefit Sum Insured;2024-09-15;2024-09-21
14801;46398;100046398;Change Bank Detail Information;2025-12-25;2025-12-27
14802;46398;100046398;Increase Benefit Sum Insured;2025-10-09;2025-10-18
14803;46402;100046402;Change Index Fixed Value;2024-02-12;2024-02-14
14804;46402;100046402;Increase Premium;2024-10-31;2024-11-09
14805;46402;100046402;Decrease Premium Without Sum insured Amount;2024-05-13;2024-05-24
14806;46418;100046418;Add Indexation;2024-03-04;2024-03-11
14807;46418;100046418;Suspend Premium Collection;2024-09-09;2024-09-09
14808;46418;100046418;Policy Ownership Assignment;2024-12-24;2025-01-03
14809;46420;100046420;Resume Payments;2025-08-12;2025-08-15
14810;46420;100046420;Change Payer;2025-12-08;2025-12-22
14811;46420;100046420;Decrease Benefit Sum Insured;2025-08-09;2025-08-25
14812;46422;100046422;Premium Cessation;2024-09-21;2024-09-27
14813;46422;100046422;Change Spouse Information;2025-09-26;2025-10-08
14814;46422;100046422;Decrease Benefit Sum Insured;2024-10-27;2024-11-10
14815;46432;100046432;Suspend Premium Collection;2025-12-29;2026-01-07
14816;46432;100046432;Decrease Premium Without Sum insured Amount;2025-08-19;2025-09-01
14817;46432;100046432;Change Client Name;2024-07-08;2024-07-09
14818;46436;100046436;Decrease ULS Term;2025-04-22;2025-05-09
14819;46436;100046436;Change Nominated Child without Term;2024-10-08;2024-10-09
14820;46436;100046436;Resume Payments;2024-10-31;2024-11-09
14821;46437;100046437;Change Payer;2025-12-30;2025-12-30
14822;46437;100046437;Add a benefit;2025-11-15;2025-12-01
14823;46437;100046437;Increase Package;2025-08-04;2025-08-20
14824;46443;100046443;Decrease Premium Without Sum insured Amount;2024-08-20;2024-09-01
14825;46443;100046443;Change Product;2024-04-18;2024-05-03
14826;46443;100046443;Change Address;2025-03-22;2025-04-06
14827;46456;100046456;Change Client Name;2025-10-16;2025-10-29
14828;46456;100046456;Extend Term;2025-01-31;2025-02-17
14829;46456;100046456;Decrease Benefit Sum Insured;2025-12-29;2025-12-29
14830;46458;100046458;Change Nominated Child & Term;2025-05-04;2025-05-04
14831;46458;100046458;Policy Termination Payment;2025-08-28;2025-09-09
14832;46458;100046458;Policy Termination Payment;2024-04-16;2024-04-20
14833;46467;100046467;Policy Termination Payment;2024-03-02;2024-03-18
14834;46467;100046467;Policy Ownership Assignment;2024-09-26;2024-10-12
14835;46467;100046467;Change Payer;2024-11-15;2024-11-27
14836;46477;100046477;Change Nominated Child & Term;2024-03-14;2024-03-19
14837;46477;100046477;Cancel Benefit;2024-05-12;2024-05-30
14838;46477;100046477;Extend Term;2024-11-18;2024-11-23
14839;46497;100046497;Change Bank Detail Information;2024-02-16;2024-02-19
14840;46497;100046497;Increase ULS Term;2025-01-25;2025-01-26
14841;46497;100046497;Decrease ULS Term;2024-10-30;2024-11-12
14842;46498;100046498;Edit Client Source;2024-04-02;2024-04-19
14843;46498;100046498;Change Address;2024-02-03;2024-02-12
14844;46498;100046498;Policy Termination Payment;2025-04-18;2025-04-27
14845;46505;100046505;Increase ULS Term;2024-09-08;2024-09-10
14846;46505;100046505;Decrease Premium;2024-03-01;2024-03-11
14847;46505;100046505;Change Payment Method;2025-12-28;2026-01-06
14848;46506;100046506;Add a benefit;2025-10-23;2025-10-24
14849;46506;100046506;Add a benefit;2025-10-26;2025-11-07
